Идентификатор накладной	№ вагона	№ накладной	Состояние накладной	Дата приемосд. (все док-ты)	Дата прибытия	Дата раскр. (все док-ты)	Папка	Номер заявки	Идентификатор заявки	Код ТГНЛ Грузоотправителя	ОКПО Грузоотправителя	Наименование Грузоотправителя	Код ТГНЛ Грузополучателя	ОКПО Грузополучателя	Наименование Грузополучателя	Код станции отправления	Код плательщика на ст. отпр.	Код станции назначения	ОКПО порта назначения	Код груза ЕТ СНГ	Масса груза погруженая (кг);1	Код типа собств. вагона	ОКПО организации собственника	Наим. организации собственника	Сумма сбора;1	Сумма налога;1	Количество вагонов;1	Срок доставки	Дата приемосд. (действующие до	Код плательщика на ст. назн.	Итого сумма по прибытию;1	Итого НДС по прибытию;1
271680632	54491436	00547273	Работа с документом окончена	15.04.2012 1:00:03	20.04.2012 16:24:00	21.04.2012 7:02:14	Прибытие			9999		маньчжурская торгово-экономичексая компания	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421104	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:03	1000587151	24274	4369,32
271675385	54475959	00547310	Работа с документом окончена	15.04.2012 1:00:04	20.04.2012 16:24:00	21.04.2012 7:13:01	Прибытие			9999		маньчжурская торгово-экономичексая компания	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421104	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:04	1000587151	24274	4369,32
271675483	54496831	00547313	Работа с документом окончена	15.04.2012 1:00:04	22.04.2012 8:41:00	22.04.2012 11:07:09	Прибытие			9999		маньчжурская торгово-экономичексая компания	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421104	0	1	82404922	ОАО "Первая грузовая компания"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:04	1000587151	24274	4369,32
271680451	54472212	00547334	Работа с документом окончена	15.04.2012 1:00:05	20.04.2012 16:24:00	21.04.2012 6:55:32	Прибытие			9999		маньчжурская торгово-экономичексая компания	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421104	0	1	82404922	ОАО "Первая грузовая компания"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:05	1000587151	24274	4369,32
271675291	54372487	00547314	Работа с документом окончена	15.04.2012 1:00:06	20.04.2012 16:24:00	21.04.2012 7:09:51	Прибытие			9999		маньчжурская торгово-экономичексая компания	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421104	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:06	1000587151	24274	4369,32
271678960	54484316	00538372	Работа с документом окончена	15.04.2012 1:00:09	21.04.2012 13:40:00	22.04.2012 7:16:37	Прибытие			9999		СИНЬ МАНЬ	2031	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	28.04.2012	15.04.2012 1:00:09	1002256437	24232	4361,76
271680560	54471008	00547332	Работа с документом окончена	15.04.2012 1:00:12	28.04.2012 22:42:00	29.04.2012 6:33:25	Прибытие			9999		маньчжурская торгово-экономичексая компания	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421104	0	1	82404922	ОАО "Первая грузовая компания"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:12	1000587151	24274	4369,32
271723964	54853312	00547265	Работа с документом окончена	15.04.2012 1:00:17	21.04.2012 22:53:00	22.04.2012 4:51:05	Прибытие			9999		ЛИ ЛИН	2031	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:17	1000587151	24274	4369,32
271680405	54477153	00258952	Работа с документом окончена	15.04.2012 1:00:23	20.04.2012 16:24:00	21.04.2012 7:06:09	Прибытие			9999		маньчжурская торгово-экономичексая компания	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421104	0	1	82404922	ОАО "Первая грузовая компания"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:23	1000587151	24274	4369,32
271698516	54495577	00547296	Работа с документом окончена	15.04.2012 1:00:25	20.04.2012 16:24:00	21.04.2012 6:17:09	Прибытие			9999		ТЭК СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:25	1000587151	24274	4369,32
271680505	54464672	00547333	Работа с документом окончена	15.04.2012 1:00:35	27.04.2012 12:18:00	27.04.2012 14:50:23	Прибытие			9999		маньчжурская торгово-экономичексая компания	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421104	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:35	1000587151	24274	4369,32
271678913	54487350	00538324	Работа с документом окончена	15.04.2012 1:00:36	26.04.2012 1:15:00	26.04.2012 9:17:52	Прибытие			9999		СИНЬ МАНЬ	2031	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	28.04.2012	15.04.2012 1:00:36	1002256437	24232	4361,76
271700070	54460258	00538473	Работа с документом окончена	15.04.2012 1:00:39	24.04.2012 21:01:00	25.04.2012 13:07:50	Прибытие			9999		МАНЬЧЖУРСКАЯ ТОРГОВАЯ ЭКОНОМИЧЕСКАЯ КОМПАНИЯ	2031	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	28.04.2012	15.04.2012 1:00:39	1002256437	24232	4361,76
271698632	54459607	00547297	Работа с документом окончена	15.04.2012 1:00:40	20.04.2012 16:24:00	21.04.2012 6:49:33	Прибытие			9999		ТЭК СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:40	1000587151	24274	4369,32
271723911	54370119	00538494	Работа с документом окончена	15.04.2012 1:00:44	21.04.2012 13:40:00	22.04.2012 7:04:39	Прибытие			9999		ЦЗИНЬ СЯН ЮАНЬ	2031	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	28.04.2012	15.04.2012 1:00:44	1000587151	24232	4361,76
271724010	54370507	00547266	Работа с документом окончена	15.04.2012 1:00:48	21.04.2012 22:53:00	22.04.2012 4:48:30	Прибытие			9999		ЛИ ЛИН	2031	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:48	1000587151	24274	4369,32
270514110	54486535	АГ925341	Работа с документом окончена	15.04.2012 1:00:49	21.04.2012 13:40:00	22.04.2012 6:46:05	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	28.04.2012	15.04.2012 1:00:49	1000587151	24232	4361,76
271698745	54477070	00547280	Работа с документом окончена	15.04.2012 1:00:49	20.04.2012 16:24:00	21.04.2012 6:52:45	Прибытие			9999		ТЭК СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	82404922	ОАО "Первая грузовая компания"	24274	4369,32	1	28.04.2012	15.04.2012 1:00:49	1000587151	24274	4369,32
271679060	54371133	00538373	Работа с документом окончена	15.04.2012 1:00:54	21.04.2012 13:40:00	22.04.2012 7:18:23	Прибытие			9999		СИНЬ МАНЬ	2031	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	28.04.2012	15.04.2012 1:00:54	1002256437	24232	4361,76
271431568	54834346	ЭИ870098	Работа с документом окончена	15.04.2012 6:52:25	29.04.2012 18:38:00	30.04.2012 4:18:31	Прибытие			5617	71782437	ООО "СибУглеМетТранс"	2031	58789423	ООО,,ТрансЦентр,,	941704	1002702379	893500		421034	0	1	71782437	ООО "СибУглеМетТранс"	19411	3493,98	1	23.04.2012	15.04.2012 6:52:25	1002702379	0	0
272073667	54373824	651870	Работа с документом окончена	16.04.2012 0:00:01	29.04.2012 18:38:00	30.04.2012 4:35:20	Прибытие			9120		стил-с	4048	58789423	ООО,,ТрансЦентр,,	547001		893500		421034	0	1	82404922	ОАО "Первая грузовая компания"	47104	8478,72	1	15.05.2012	16.04.2012 0:00:01	1002256437	47104	8478,72
272207320	54834411	00307417	Работа с документом окончена	16.04.2012 1:00:03	22.04.2012 19:40:00	23.04.2012 11:42:27	Прибытие			9999		ОУ ФЭН	2031	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	71782437	ООО "СибУглеМетТранс"	24232	4361,76	1	29.04.2012	16.04.2012 1:00:03	1002702379	24232	4361,76
271766306	54452859	00538316	Работа с документом окончена	16.04.2012 1:00:05	22.04.2012 19:40:00	23.04.2012 6:08:43	Прибытие			9999		синь мань	4048	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	82404922	ОАО "Первая грузовая компания"	24232	4361,76	1	29.04.2012	16.04.2012 1:00:05	1000587151	24232	4361,76
269637954	92626084	АГ916861	Работа с документом окончена	16.04.2012 1:00:08	22.04.2012 19:40:00	23.04.2012 6:31:51	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	893500		421034	0	1	82404922	ОАО "Первая грузовая компания"	20915	3764,7	1	29.04.2012	16.04.2012 1:00:08	1000587151	20915	3764,7
271772278	92626084	АГ918876	Испорчен	16.04.2012 1:00:32			Не действительны			2274	93294342	ООО "ТрансЛес"	4048	58789423	ООО,,ТрансЦентр,,	947005	1002256437	893500		421034	0	1	82404922	ОАО "Первая грузовая компания"	0	0	1	29.04.2012 11:55:21			0	0
271753870	43663707	АГ918861	Работа с документом окончена	16.04.2012 1:00:33	21.04.2012 22:53:00	22.04.2012 4:56:48	Прибытие			2274	93294342	ООО "ТрансЛес"	4048	58789423	ООО,,ТрансЦентр,,	947005	1002256437	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	29.04.2012	16.04.2012 1:00:33	1002256437	24274	4369,32
271765789	54458559	00538315	Работа с документом окончена	16.04.2012 1:00:37	22.04.2012 19:40:00	23.04.2012 6:07:22	Прибытие			9999		синь мань	4048	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	29.04.2012	16.04.2012 1:00:37	1000587151	24232	4361,76
271764903	54372776	00547326	Работа с документом окончена	16.04.2012 1:00:39	21.04.2012 22:53:00	22.04.2012 4:46:05	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	29.04.2012	16.04.2012 1:00:39	1000587151	24274	4369,32
271765293	54379060	00547327	Работа с документом окончена	16.04.2012 1:00:46	21.04.2012 22:53:00	22.04.2012 4:43:44	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	29.04.2012	16.04.2012 1:00:46	1000587151	24274	4369,32
271670410	54375167	АГ926252	Работа с документом окончена	16.04.2012 1:00:57	30.04.2012 22:45:00	01.05.2012 6:44:10	Прибытие			2274	93294342	ООО "ТрансЛес"	4048	58789423	ООО,,ТрансЦентр,,	947005	1002256437	895101		421104	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	29.04.2012	16.04.2012 1:00:57	1002256437	24274	4369,32
271766672	54462155	00538318	Работа с документом окончена	16.04.2012 1:00:58	22.04.2012 19:40:00	23.04.2012 6:11:39	Прибытие			9999		синь мань	4048	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	29.04.2012	16.04.2012 1:00:58	1000587151	24232	4361,76
272207390	54834148	00307416	Работа с документом окончена	16.04.2012 1:59:26	22.04.2012 19:40:00	23.04.2012 11:24:36	Прибытие			9999		ОУ ФЭН	2031	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	71782437	ООО "СибУглеМетТранс"	24232	4361,76	1	29.04.2012	16.04.2012 1:59:26	1002702379	24232	4361,76
271501728	55324743	ЭИ897153	Работа с документом окончена	16.04.2012 2:50:00	18.04.2012 12:48:00	19.04.2012 7:53:14	Прибытие			2911	57617737	Общество с ограниченной ответственностью "КузбассТрансЦемент"	4048	58789423	ООО,,ТрансЦентр,,	895807	1000547016	895101		421034	0	1	57617737	Общество с ограниченной ответственностью "КузбассТрансЦемент"	1899	341,82	1	20.04.2012	16.04.2012 2:50:00	1000547016	0	0
271502200	54734108	ЭИ897288	Работа с документом окончена	16.04.2012 2:55:00	18.04.2012 12:48:00	19.04.2012 7:52:04	Прибытие			2911	57617737	Общество с ограниченной ответственностью "КузбассТрансЦемент"	4048	58789423	ООО,,ТрансЦентр,,	895807	1000547016	895101		421034	0	1	57617737	Общество с ограниченной ответственностью "КузбассТрансЦемент"	1899	341,82	1	20.04.2012	16.04.2012 2:55:00	1000547016	0	0
271788643	52122769	ЭЙ016632	Работа с документом окончена	16.04.2012 14:36:25	20.04.2012 16:24:00	21.04.2012 11:46:52	Прибытие			760	82404922	ОАО "Первая грузовая компания"	4048	58789423	ООО,,ТрансЦентр,,	893708	1002950760	895101		421034	0	1	82404922	ОАО "Первая грузовая компания"	6150	1107	1	20.04.2012	16.04.2012 14:36:25	1002950760	0	0
271893086	54373626	00538637	Работа с документом окончена	17.04.2012 1:00:24	22.04.2012 19:40:00	23.04.2012 6:15:59	Прибытие			9999		ЦАН ЦЭЯН	4048	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	30.04.2012	17.04.2012 1:00:24	1000587151	24232	4361,76
272865777	54833918	ЭЙ056966	Работа с документом окончена	17.04.2012 11:34:13	26.04.2012 1:15:00	26.04.2012 11:48:06	Прибытие			5617	71782437	ООО "СибУглеМетТранс"	4048	58789423	ООО,,ТрансЦентр,,	941704	1002702379	893500		421034	0	1	71782437	ООО "СибУглеМетТранс"	30788	5541,84	1	25.04.2012	17.04.2012 11:34:13	1002702379	-2317	-417,06
271887358	54833918	ЭЙ056966	Сторнирован по назначению	17.04.2012 11:34:13	26.04.2012 1:15:00		Не действительны			5617	71782437	ООО "СибУглеМетТранс"	4048	58789423	ООО,,ТрансЦентр,,	941704	1002702379	893500		421034	0	1	71782437	ООО "СибУглеМетТранс"	33105	5958,9	1	25.04.2012			0	0
271836947	54861497	АГ926574	Работа с документом окончена	18.04.2012 1:00:00	24.04.2012 8:39:00	24.04.2012 12:04:42	Прибытие			2274	93294342	ООО "ТрансЛес"	4048	58789423	ООО,,ТрансЦентр,,	947005	1002256437	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	01.05.2012	18.04.2012 1:00:00	1002256437	24274	4369,32
271993482	54502067	00538638	Работа с документом окончена	18.04.2012 1:00:03	25.04.2012 5:35:00	25.04.2012 13:48:26	Прибытие			9999		СИНЬ И	4048	58789423	ООО,,ТрансЦентр,,	947005		893500		421104	0	1	82404922	ОАО "Первая грузовая компания"	24232	4361,76	1	01.05.2012	18.04.2012 1:00:03	1002256437	24232	4361,76
271598163	54465414	АГ926128	Работа с документом окончена	18.04.2012 1:00:10	24.04.2012 8:39:00	24.04.2012 12:09:15	Прибытие			2274	93294342	ООО "ТрансЛес"	4048	58789423	ООО,,ТрансЦентр,,	947005	1002256437	895101		421104	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	01.05.2012	18.04.2012 1:00:10	1002256437	24274	4369,32
271993704	54485156	00538499	Работа с документом окончена	18.04.2012 1:00:23	25.04.2012 5:35:00	25.04.2012 13:50:22	Прибытие			9999		СИНЬ МАНЬ	4048	58789423	ООО,,ТрансЦентр,,	947005		893500		421104	0	1	82404922	ОАО "Первая грузовая компания"	24232	4361,76	1	01.05.2012	18.04.2012 1:00:23	1002256437	24232	4361,76
271993626	54453048	00538497	Работа с документом окончена	18.04.2012 1:00:29	25.04.2012 5:35:00	25.04.2012 13:42:53	Прибытие			9999		СИНЬ МАНЬ	4048	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	01.05.2012	18.04.2012 1:00:29	1002256437	24232	4361,76
271993820	54444039	00538498	Работа с документом окончена	18.04.2012 1:00:45	25.04.2012 5:35:00	25.04.2012 13:45:57	Прибытие			9999		СИНЬ МАНЬ	4048	58789423	ООО,,ТрансЦентр,,	947005		893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	01.05.2012	18.04.2012 1:00:45	1002256437	24232	4361,76
271670357	43021864	АГ926251	Работа с документом окончена	18.04.2012 1:00:46	25.04.2012 5:35:00	25.04.2012 13:38:17	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	893500		421104	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	01.05.2012	18.04.2012 1:00:46	1000587151	24232	4361,76
271476946	54438718	АГ926086	Работа с документом окончена	18.04.2012 1:00:53	25.04.2012 5:35:00	25.04.2012 13:40:03	Прибытие			2274	93294342	ООО "ТрансЛес"	4048	58789423	ООО,,ТрансЦентр,,	947005	1002256437	893500		421104	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	01.05.2012	18.04.2012 1:00:53	1002256437	24232	4361,76
272766399	59711853	З0843309	Работа с документом окончена	19.04.2012 0:00:01	07.05.2012 4:25:00	07.05.2012 5:04:00	Прибытие			1291		ТОО ТЕМИРБЕТОН	4048	58789423	ООО,,ТрансЦентр,,	701809		885504		371051	64200	2	91331636	ООО "ЛидерТрансУрал"	54810	9865,8	1	01.05.2012	19.04.2012 0:00:01	1001524978	54810	9865,8
272766405	57524225	З0843308	Работа с документом окончена	19.04.2012 0:00:01	07.05.2012 4:25:00	07.05.2012 5:09:28	Прибытие			1291		ТОО ТЕМИРБЕТОН	4048	58789423	ООО,,ТрансЦентр,,	701809		885504		371051	64200	2	69216239	Закрытое акционерное общество "ТалТЭК  Транс"	54810	9865,8	1	01.05.2012	19.04.2012 0:00:01	1001524978	54810	9865,8
271846363	54453006	АГ926602	Работа с документом окончена	19.04.2012 1:00:10	26.04.2012 8:09:00	26.04.2012 14:37:04	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	02.05.2012	19.04.2012 1:00:10	1000587151	24274	4369,32
272203166	52658143	00042490	Работа с документом окончена	19.04.2012 1:00:29	07.05.2012 15:39:00	07.05.2012 17:17:11	Прибытие			9999		ЛАН СИН	4048	58789423	ООО,,ТрансЦентр,,	947005		889308		421034	0	1	48478142	ООО "Фирма "Трансгарант"	21195	3815,1	1	02.05.2012	19.04.2012 1:00:29	1000230921	21195	3815,1
271846460	43462472	АГ926600	Работа с документом окончена	19.04.2012 1:00:40	26.04.2012 1:15:00	26.04.2012 9:13:27	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	893500		421034	0	1	82404922	ОАО "Первая грузовая компания"	24232	4361,76	1	02.05.2012	19.04.2012 1:00:40	1000587151	24232	4361,76
271846427	54456173	АГ926601	Работа с документом окончена	19.04.2012 1:00:49	26.04.2012 8:09:00	26.04.2012 14:39:47	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	02.05.2012	19.04.2012 1:00:49	1000587151	24274	4369,32
272010310	52918315	ЭЙ103579	Работа с документом окончена	19.04.2012 11:51:00	29.04.2012 5:30:00	29.04.2012 22:32:54	Прибытие			4839	93398805	ЗАО "Бизнес Проект"	4048	58789423	ООО,,ТрансЦентр,,	888201	1004297356	893500		421034	0	1	43946182	ЗАО "ЛИЗИНГОВАЯ КОМПАНИЯ "ПРОЕКТ РОСТА"	8567	1542,06	1	25.04.2012	19.04.2012 11:51:00	1004297356	0	0
271988014	43221449	АГ926846	Работа с документом окончена	20.04.2012 1:00:00	28.04.2012 22:42:00	29.04.2012 6:25:38	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	895101		421034	0	1	82404922	ОАО "Первая грузовая компания"	24274	4369,32	1	03.05.2012	20.04.2012 1:00:00	1000587151	24274	4369,32
272313019	54452164	00547320	Работа с документом окончена	20.04.2012 1:00:15	30.04.2012 22:45:00	01.05.2012 7:38:02	Прибытие			9999		ОО ХАО МИН	2031	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	03.05.2012	20.04.2012 1:00:15	1000587151	24274	4369,32
272313148	54370754	00547319	Работа с документом окончена	20.04.2012 1:00:50	28.04.2012 22:42:00	29.04.2012 6:38:31	Прибытие			9999		ОО ХАО МИН	2031	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	03.05.2012	20.04.2012 1:00:50	1000587151	24274	4369,32
272312719	54470158	00547321	Работа с документом окончена	20.04.2012 1:00:51	28.04.2012 22:42:00	29.04.2012 6:36:02	Прибытие			9999		ОО ХАО МИН	2031	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	03.05.2012	20.04.2012 1:00:51	1000587151	24274	4369,32
272336376	54465547	00547312	Работа с документом окончена	20.04.2012 1:00:52	30.04.2012 22:45:00	01.05.2012 7:28:02	Прибытие			9999		СИНЬ ЮЙ	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	04.05.2012	20.04.2012 1:00:52	1000587151	24274	4369,32
272264890	54860903	00547322	Работа с документом окончена	20.04.2012 1:00:53	30.04.2012 8:31:00	30.04.2012 12:26:31	Прибытие			9999		ЛИ ЛИН	2031	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	03.05.2012	20.04.2012 1:00:53	1000587151	24274	4369,32
272145415	52152022	ЭЙ155828	Работа с документом окончена	20.04.2012 5:49:18	20.04.2012 5:51:59	20.04.2012 5:53:12	Прибытие			760	82404922	ОАО "Первая грузовая компания"	4048	58789423	ООО,,ТрансЦентр,,	880801	1002950760	880801		421034	0	1	82404922	ОАО "Первая грузовая компания"	89	16,02	1	23.04.2012	20.04.2012 5:49:18	1002950760	0	0
272144532	52148566	ЭЙ155428	Работа с документом окончена	20.04.2012 5:54:14	20.04.2012 5:56:53	20.04.2012 5:59:42	Прибытие			760	82404922	ОАО "Первая грузовая компания"	4048	58789423	ООО,,ТрансЦентр,,	880801	1002950760	880801		421034	0	1	82404922	ОАО "Первая грузовая компания"	38	6,84	1	23.04.2012	20.04.2012 5:54:14	1002950760	0	0
272105055	54380662	АГ927080	Работа с документом окончена	21.04.2012 1:00:00	27.04.2012 12:18:00	27.04.2012 14:43:39	Прибытие			2274	93294342	ООО "ТрансЛес"	4048	58789423	ООО,,ТрансЦентр,,	947005	1002256437	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	04.05.2012	21.04.2012 1:00:00	1002256437	24274	4369,32
271728220	54371406	АГ926448	Работа с документом окончена	21.04.2012 1:00:00	30.04.2012 22:45:00	01.05.2012 7:24:37	Прибытие			2274	93294342	ООО "ТрансЛес"	4048	58789423	ООО,,ТрансЦентр,,	947005	1002256437	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	04.05.2012	21.04.2012 1:00:00	1002256437	24274	4369,32
272106351	42415059	АГ927086	Работа с документом окончена	21.04.2012 1:00:00	04.05.2012 1:01:00	04.05.2012 11:38:16	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	893500		421034	0	1	93294342	ООО "ТрансЛес"	24232	4361,76	1	04.05.2012	21.04.2012 1:00:00	1000587151	24232	4361,76
272067581	54220140	АГ927017	Работа с документом окончена	21.04.2012 1:00:10	30.04.2012 8:31:00	30.04.2012 12:31:51	Прибытие			2274	93294342	ООО "ТрансЛес"	4048	58789423	ООО,,ТрансЦентр,,	947005	1002256437	895101		421034	0	1	82404922	ОАО "Первая грузовая компания"	24274	4369,32	1	04.05.2012	21.04.2012 1:00:10	1002256437	24274	4369,32
272336543	52648078	00629830	Работа с документом окончена	21.04.2012 1:00:14	28.04.2012 23:30:00	29.04.2012 5:15:18	Прибытие			9999		МАНЬЧЖУРСКАЯ ТОРГОВО-ЭКОНОМИЧЕСКАЯ КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	947005		880801		421034	0	1	48478142	ООО "Фирма "Трансгарант"	25439	4579,02	1	07.05.2012	21.04.2012 1:00:14	1000230921	25439	4579,02
272067730	54378096	АГ927019	Работа с документом окончена	21.04.2012 1:00:28	28.04.2012 22:42:00	29.04.2012 6:29:03	Прибытие			2274	93294342	ООО "ТрансЛес"	4048	58789423	ООО,,ТрансЦентр,,	947005	1002256437	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	04.05.2012	21.04.2012 1:00:28	1002256437	24274	4369,32
272336431	54491147	00547305	Работа с документом окончена	21.04.2012 1:00:39	30.04.2012 22:45:00	01.05.2012 7:32:26	Прибытие			9999		СИНЬ ЮЙ	4048	58789423	ООО,,ТрансЦентр,,	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	04.05.2012	21.04.2012 1:00:39	1000587151	24274	4369,32
272334112	52115235	ЭЙ231737	Работа с документом окончена	21.04.2012 14:39:00	22.04.2012 19:48:00	23.04.2012 6:18:10	Прибытие			760	82404922	ОАО "Первая грузовая компания"	4048	58789423	ООО,,ТрансЦентр,,	890004	1002950760	893500		421034	0	1	82404922	ОАО "Первая грузовая компания"	6198	1115,64	1	25.04.2012	21.04.2012 14:39:00	1002950760	0	0
272396900	52119245	ЭЙ258756	Испорчен	22.04.2012			Не действительны			760	82404922	ОАО "Первая грузовая компания"	4048	58789423	ООО,,ТрансЦентр,,	924501	1002950760	895101		421034	0	1	82404922	ОАО "Первая грузовая компания"	0	0	1	29.04.2012			0	0
272311791	44156503	АГ927206	Работа с документом окончена	22.04.2012 1:00:00	27.04.2012 20:10:00	28.04.2012 8:32:44	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	893500		421034	0	1	82404922	ОАО "Первая грузовая компания"	24232	4361,76	1	06.05.2012	22.04.2012 1:00:00	1000587151	24232	4361,76
270461351	42634717	АГ925128	Работа с документом окончена	22.04.2012 1:00:00	03.05.2012 8:20:00	03.05.2012 11:39:35	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	05.05.2012	22.04.2012 1:00:00	1000587151	24274	4369,32
