Идентификатор накладной	№ вагона	№ накладной	Состояние накладной	Дата приемосд. (все док-ты)	Дата прибытия	Дата раскр. (все док-ты)	Папка	Номер заявки	Идентификатор заявки	Код ТГНЛ Грузоотправителя	ОКПО Грузоотправителя	Наименование Грузоотправителя	Код ТГНЛ Грузополучателя	ОКПО Грузополучателя	Наименование Грузополучателя	Код станции отправления	Код плательщика на ст. отпр.	Код станции назначения	ОКПО порта назначения	Код груза ЕТ СНГ	Масса груза погруженая (кг);1	Код типа собств. вагона	ОКПО организации собственника	Наим. организации собственника	Сумма сбора;1	Сумма налога;1	Количество вагонов;1	Срок доставки	Дата приемосд. (действующие до	Код плательщика на ст. назн.	Итого сумма по прибытию;1	Итого НДС по прибытию;1
273766291	54479084	АП538580	Работа с документом окончена	04.05.2012 22:03:51	13.05.2012 4:25:00	13.05.2012 19:39:02	Прибытие	0020909749	271515551	2031	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Тянь Жень"	893500	1000587151	947005		081135	59500	1	93294342	ООО "ТрансЛес"	31620	0	1	17.05.2012	04.05.2012 22:03:51	1000587151	0	0
273718779	42857862	АГ929755	Работа с документом окончена	05.05.2012 1:00:00	12.05.2012 8:55:00	12.05.2012 13:23:45	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	895101		421034	0	1	82404922	ОАО "Первая грузовая компания"	24274	4369,32	1	18.05.2012	05.05.2012 1:00:00	1000587151	24274	4369,32
273897025	54431101	АП539018	Работа с документом окончена	06.05.2012 2:21:03	14.05.2012 7:15:00	16.05.2012 13:17:05	Прибытие	0020909898	271517258	4048	58789423	ООО,,ТрансЦентр,,	9999		ООО Маньчжурская ТПК "Синь Мань"	893500	1000587151	947005		091118	59000	1	93294342	ООО "ТрансЛес"	35134	0	1	19.05.2012	06.05.2012 2:21:03	1000587151	0	0
273907174	54371323	АП547427	Работа с документом окончена	06.05.2012 5:45:55	13.05.2012 14:50:00	14.05.2012 12:52:42	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	60100	1	93294342	ООО "ТрансЛес"	35134	0	1	19.05.2012	06.05.2012 5:45:55	1000587151	0	0
273907735	54464672	АП547426	Работа с документом окончена	06.05.2012 5:57:12	13.05.2012 14:50:00	14.05.2012 13:38:25	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	59600	1	93294342	ООО "ТрансЛес"	35134	0	1	19.05.2012	06.05.2012 5:57:12	1000587151	0	0
273908115	54456173	АП547425	Работа с документом окончена	06.05.2012 6:08:02	13.05.2012 14:50:00	14.05.2012 12:53:56	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй	895101	1000587151	947005		091118	58300	1	93294342	ООО "ТрансЛес"	35134	0	1	19.05.2012	06.05.2012 6:08:02	1000587151	0	0
273908770	54465414	АП547389	Работа с документом окончена	06.05.2012 6:21:34	11.05.2012 14:05:00	12.05.2012 1:11:48	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	63000	1	93294342	ООО "ТрансЛес"	36909	0	1	19.05.2012	06.05.2012 6:21:34	1000587151	0	0
273909270	54470158	АП547428	Работа с документом окончена	06.05.2012 6:36:41	13.05.2012 14:50:00	14.05.2012 13:40:15	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Хао Мин"	895101	1000587151	947005		081188	60000	1	93294342	ООО "ТрансЛес"	31620	0	1	19.05.2012	06.05.2012 6:36:41	1000587151	0	0
273909945	43221449	АП547429	В пути	06.05.2012 6:44:40			В пути	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Хао Мин"	895101	1000587151	947005		081188	60000	1	82404922	ОАО "Первая грузовая компания"	31620	0	1	19.05.2012	06.05.2012 6:44:40		0	0
273926935	54378096	АП547423	Работа с документом окончена	06.05.2012 10:47:32	13.05.2012 14:50:00	14.05.2012 12:51:33	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	58200	1	93294342	ООО "ТрансЛес"	35134	0	1	19.05.2012	06.05.2012 10:47:32	1000587151	0	0
273927951	54471008	АП547422	Работа с документом окончена	06.05.2012 10:56:12	13.05.2012 14:50:00	14.05.2012 13:39:13	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	58400	1	82404922	ОАО "Первая грузовая компания"	35134	0	1	19.05.2012	06.05.2012 10:56:12	1000587151	0	0
273928361	54453006	АП547424	Работа с документом окончена	06.05.2012 11:02:34	13.05.2012 14:50:00	14.05.2012 12:49:37	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	59500	1	93294342	ООО "ТрансЛес"	35134	0	1	19.05.2012	06.05.2012 11:02:34	1000587151	0	0
273928881	54371851	АП547439	Работа с документом окончена	06.05.2012 11:10:06	13.05.2012 14:50:00	14.05.2012 12:47:29	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	59500	1	93294342	ООО "ТрансЛес"	35134	0	1	19.05.2012	06.05.2012 11:10:06	1000587151	0	0
273929652	54452560	АП547438	Работа с документом окончена	06.05.2012 11:16:57	13.05.2012 14:50:00	14.05.2012 12:46:16	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	59400	1	93294342	ООО "ТрансЛес"	35134	0	1	19.05.2012	06.05.2012 11:16:57	1000587151	0	0
273930252	54459979	АП547437	Работа с документом окончена	06.05.2012 11:23:23	13.05.2012 14:50:00	14.05.2012 12:48:34	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	59200	1	93294342	ООО "ТрансЛес"	35134	0	1	19.05.2012	06.05.2012 11:23:23	1000587151	0	0
273930870	54861323	АП547440	Работа с документом окончена	06.05.2012 11:29:36	13.05.2012 14:50:00	14.05.2012 12:32:31	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	58100	1	93294342	ООО "ТрансЛес"	35134	0	1	19.05.2012	06.05.2012 11:29:36	1000587151	0	0
273931520	54489521	АП547442	Работа с документом окончена	06.05.2012 11:36:42	14.05.2012 19:30:00	15.05.2012 3:11:12	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	59600	1	93294342	ООО "ТрансЛес"	35134	0	1	19.05.2012	06.05.2012 11:36:42	1000587151	0	0
273932428	54470620	АП547441	Работа с документом окончена	06.05.2012 11:45:04	14.05.2012 19:30:00	15.05.2012 3:46:49	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй	895101	1000587151	947005		091118	58600	1	93294342	ООО "ТрансЛес"	35134	0	1	19.05.2012	06.05.2012 11:45:04	1000587151	0	0
273987795	54860903	АП547433	Работа с документом окончена	07.05.2012 7:37:59	14.05.2012 19:30:00	15.05.2012 3:10:40	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		ОО/ХАО МИН/	895101	1000587151	947005		081135	60000	1	93294342	ООО "ТрансЛес"	31620	0	1	20.05.2012	07.05.2012 7:37:59	1000587151	0	0
273988657	54376454	АП547432	Работа с документом окончена	07.05.2012 7:54:24	14.05.2012 19:30:00	15.05.2012 3:45:41	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		ОО/ХАО МИН/	895101	1000587151	947005		081135	60000	1	93294342	ООО "ТрансЛес"	31620	0	1	20.05.2012	07.05.2012 7:54:24	1000587151	0	0
273989215	54375167	АП547431	Работа с документом окончена	07.05.2012 8:03:14	14.05.2012 19:30:00	15.05.2012 3:10:09	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		ОО/ХАО МИН/	895101	1000587151	947005		081135	60000	1	93294342	ООО "ТрансЛес"	31620	0	1	20.05.2012	07.05.2012 8:03:14	1000587151	0	0
273989875	54220140	АП547430	Работа с документом окончена	07.05.2012 8:14:21	14.05.2012 19:30:00	15.05.2012 3:46:16	Прибытие	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		ОО/ХАО МИН/	895101	1000587151	947005		081135	60000	1	82404922	ОАО "Первая грузовая компания"	31620	0	1	20.05.2012	07.05.2012 8:14:21	1000587151	0	0
274035696	54437272	АП539032	В пути	07.05.2012 19:01:35			В пути	0020910261	271521767	2031	58789423	ООО,,ТрансЦентр,,	9999		ЦЗИНЬ СЯН ЮАНЬ	893500	1000587151	947005		081135	59140	1	82404922	ОАО "Первая грузовая компания"	31620	0	1	20.05.2012	07.05.2012 19:01:35		0	0
274036091	42415059	АП539031	В пути	07.05.2012 19:06:51			В пути	0020910261	271521767	2031	58789423	ООО,,ТрансЦентр,,	9999		ЦЗИНЬ СЯН ЮАНЬ	893500	1000587151	947005		081135	59140	1	93294342	ООО "ТрансЛес"	31620	0	1	20.05.2012	07.05.2012 19:06:51		0	0
273986773	59711853	ЭЙ936260	Работа с документом окончена	08.05.2012 12:06:30	14.05.2012 5:08:00	14.05.2012 13:51:48	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	73	14856450	ООО " Раздолинский периклазовый завод"	885504	1003428903	882506		421034	0	1	91331636	ООО "ЛидерТрансУрал"	22368	4026,24	2	14.05.2012	08.05.2012 12:06:30	1003428903	0	0
274042487	92626084	АГ930430	Работа с документом окончена	09.05.2012 1:00:15	14.05.2012 19:50:00	15.05.2012 11:47:58	Прибытие			2031	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	893500		421034	0	1	82404922	ОАО "Первая грузовая компания"	20915	3764,7	1	22.05.2012	09.05.2012 1:00:15	1000587151	20915	3764,7
274139458	58461724	ЭЙ962859	Работа с документом окончена	09.05.2012 14:23:00	14.05.2012 5:08:00	14.05.2012 13:58:17	Прибытие			4048	58789423	ООО,,ТрансЦентр,,	73	14856450	ООО " Раздолинский периклазовый завод"	885504	1003428903	882506		421034	0	1	91331636	ООО "ЛидерТрансУрал"	11805	2124,9	1	15.05.2012	09.05.2012 14:23:00	1003428903	0	0
274268356	54846464	АП539020	В пути	10.05.2012 16:03:39			В пути	0020900865	271381146	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО Маньчжурская ТПК "Синь И"	893500	1000587151	947005		091118	58800	1	71782437	ООО "СибУглеМетТранс"	35134	0	1	23.05.2012	10.05.2012 16:03:39		0	0
274269870	54829767	АП539021	В пути	10.05.2012 16:12:14			В пути	0020900865	271381146	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО Маньчжурская ТПК "Синь И"	893500	1000587151	947005		091118	58450	1	71782437	ООО "СибУглеМетТранс"	35134	0	1	23.05.2012	10.05.2012 16:12:14		0	0
274271620	54509484	АП539019	В пути	10.05.2012 16:23:32			В пути	0020909898	271517258	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО Маньчжурская ТПК "Синь Мань"	893500	1000587151	947005		091118	59350	1	93294342	ООО "ТрансЛес"	35134	0	1	23.05.2012	10.05.2012 16:23:32		0	0
274273161	52125028	АП539023	В пути	10.05.2012 16:34:05			В пути	0020901034	271382987	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО "Маньчжурская ТЭК Синь  И"	893500	1000587151	947005		091118	58100	1	82404922	ОАО "Первая грузовая компания"	61638	0	1	23.05.2012	10.05.2012 16:34:05		0	0
274273969	52692423	АП539022	В пути	10.05.2012 16:39:17			В пути	0020901034	271382987	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО "Маньчжурская ТЭК Синь И"	893500	1000587151	947005		091118	58300	1	82404922	ОАО "Первая грузовая компания"	61638	0	1	23.05.2012	10.05.2012 16:39:17		0	0
274282850	43021864	АГ931082	В пути	12.05.2012 1:00:00			В пути			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	893500		421104	0	1	93294342	ООО "ТрансЛес"	0	0	1	25.05.2012	12.05.2012 1:00:00		0	0
274528837	54850599	АП539131	В пути	12.05.2012 17:32:27			В пути	0020910261	271521767	2031	58789423	ООО,,ТрансЦентр,,	9999		ЦЗИНЬ СЯН ЮАНЬ	893500	1000587151	947005		081135	55140	1	93294342	ООО "ТрансЛес"	31093	0	1	25.05.2012	12.05.2012 17:32:27		0	0
274529630	43021278	АП539129	В пути	12.05.2012 17:39:09			В пути	0020910261	271521767	2031	58789423	ООО,,ТрансЦентр,,	9999		ЦЗИНЬ СЯН ЮАНЬ	893500	1000587151	947005		081135	59140	1	82404922	ОАО "Первая грузовая компания"	31620	0	1	25.05.2012	12.05.2012 17:39:09		0	0
274140767	43462472	АГ930763	В пути	13.05.2012 1:00:00			В пути			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	893500		421104	0	1	82404922	ОАО "Первая грузовая компания"	0	0	1	26.05.2012	13.05.2012 1:00:00		0	0
274561898	59710368	ЭК132571	В пути	13.05.2012 7:28:48			В пути			4048	58789423	ООО,,ТрансЦентр,,	73	14856450	ООО " Раздолинский периклазовый завод"	885504	1003428903	882506		421034	0	1	91331636	ООО "ЛидерТрансУрал"	32931	5927,58	3	19.05.2012	13.05.2012 7:28:48		0	0
274607325	54848874	АП539127	В пути	13.05.2012 19:12:37			В пути	0020910261	271521767	2031	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Тянь Жень"	893500	1000587151	947005		081135	59140	1	93294342	ООО "ТрансЛес"	31620	0	1	26.05.2012	13.05.2012 19:12:37		0	0
274607710	42761304	АП539128	В пути	13.05.2012 19:44:35			В пути	0020910261	271521767	2031	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Тянь Жень"	893500	1000587151	947005		081135	59140	1	93294342	ООО "ТрансЛес"	31620	0	1	26.05.2012	13.05.2012 19:44:35		0	0
274565375	44156503	АГ931480	В пути	14.05.2012 1:00:00			В пути			4048	58789423	ООО,,ТрансЦентр,,	4048	58789423	ООО,,ТрансЦентр,,	947005	1000587151	893500		421034	0	1	82404922	ОАО "Первая грузовая компания"	0	0	1	27.05.2012	14.05.2012 1:00:00		0	0
274626170	54441704	АП547448	В пути	14.05.2012 5:12:12			В пути	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	57900	1	93294342	ООО "ТрансЛес"	35134	0	1	27.05.2012	14.05.2012 5:12:12		0	0
274628094	54456769	АП547449	В пути	14.05.2012 5:35:44			В пути	0020901223	271385294	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	59900	1	93294342	ООО "ТрансЛес"	35134	0	1	27.05.2012	14.05.2012 5:35:44		0	0
274628935	54862222	АП547450	В пути	14.05.2012 5:45:01			В пути	0020901326	271386455	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	59900	1	93294342	ООО "ТрансЛес"	35134	0	1	27.05.2012	14.05.2012 5:45:01		0	0
274629535	54463146	АП547451	В пути	14.05.2012 5:55:39			В пути	0020901326	271386455	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	55000	1	82404922	ОАО "Первая грузовая компания"	34548	0	1	27.05.2012	14.05.2012 5:55:39		0	0
274630191	54371992	АП547453	В пути	14.05.2012 6:08:44			В пути	0020901326	271386455	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	59400	1	93294342	ООО "ТрансЛес"	35134	0	1	27.05.2012	14.05.2012 6:08:44		0	0
274630635	54486212	АП547452	В пути	14.05.2012 6:20:20			В пути	0020901326	271386455	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	58600	1	93294342	ООО "ТрансЛес"	35134	0	1	27.05.2012	14.05.2012 6:20:20		0	0
274631533	54437421	АП547454	В пути	14.05.2012 6:32:52			В пути	0020901326	271386455	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	59900	1	93294342	ООО "ТрансЛес"	35134	0	1	27.05.2012	14.05.2012 6:32:52		0	0
274633081	54436878	АП547455	В пути	14.05.2012 6:53:11			В пути	0020901326	271386455	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	60200	1	93294342	ООО "ТрансЛес"	35134	0	1	27.05.2012	14.05.2012 6:53:11		0	0
274633726	42634717	АП547456	В пути	14.05.2012 7:08:36			В пути	0020901326	271386455	4048	58789423	ООО,,ТрансЦентр,,	9999		Маньчжурская торгово-экономическая компания с ограниченной ответственностью "Синь Юэй"	895101	1000587151	947005		091118	59600	1	93294342	ООО "ТрансЛес"	35134	0	1	27.05.2012	14.05.2012 7:08:36		0	0
274693927	44624781	АП539130	В пути	14.05.2012 14:45:27			В пути	0020910261	271521767	2031	58789423	ООО,,ТрансЦентр,,	9999		ЦЗИНЬ СЯН ЮАНЬ	893500	1000587151	947005		081135	55140	1	82404922	ОАО "Первая грузовая компания"	31093	0	1	27.05.2012	14.05.2012 14:45:27		0	0
274708251	52688447	АП539134	В пути	14.05.2012 16:21:30			В пути	0020901034	271382987	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО "Маньчжурская ТЭК Синь И"	893500	1000587151	947005		091118	62950	1	82404922	ОАО "Первая грузовая компания"	64752	0	1	27.05.2012	14.05.2012 16:21:30		0	0
274708917	52128030	АП539135	В пути	14.05.2012 16:25:58			В пути	0020901034	271382987	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО "Маньчжурская ТЭК Синь  И"	893500	1000587151	947005		091118	59100	1	82404922	ОАО "Первая грузовая компания"	61638	0	1	27.05.2012	14.05.2012 16:25:58		0	0
274709383	52395464	АП539133	В пути	14.05.2012 16:36:55			В пути	0020900930	271381823	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО "Маньчжурская ТЭК Синь И"	893500	1000587151	947005		091118	58500	1	82404922	ОАО "Первая грузовая компания"	61638	0	1	27.05.2012	14.05.2012 16:36:55		0	0
274710770	52119989	АП539132	В пути	14.05.2012 16:40:55			В пути	0020900930	271381823	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО "Маньчжурская ТЭК Синь  И"	893500	1000587151	947005		091118	62900	1	82404922	ОАО "Первая грузовая компания"	64752	0	1	27.05.2012	14.05.2012 16:40:55		0	0
274711562	54439187	АП539137	В пути	14.05.2012 16:47:41			В пути	0020909898	271517258	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО Маньчжурская ТПК "Синь И"	893500	1000587151	947005		091118	58700	1	93294342	ООО "ТрансЛес"	35134	0	1	27.05.2012	14.05.2012 16:47:41		0	0
274712136	54861703	АП539138	В пути	14.05.2012 16:52:29			В пути	0020909898	271517258	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО Маньчжурская ТПК "Синь И"	893500	1000587151	947005		091118	59300	1	93294342	ООО "ТрансЛес"	35134	0	1	27.05.2012	14.05.2012 16:52:29		0	0
274712822	54373626	АП539136	В пути	14.05.2012 16:56:38			В пути	0020909898	271517258	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО Маньчжурская ТПК "Синь И"	893500	1000587151	947005		091118	58850	1	93294342	ООО "ТрансЛес"	35134	0	1	27.05.2012	14.05.2012 16:56:38		0	0
274807764	52044096	ЭК229412	В пути	15.05.2012 14:28:02			В пути	0021019879	273783166	4048	58789423	ООО,,ТрансЦентр,,	4014	00282754	ОАО "Спасскцемент"	893500	1000587151	974303		632098	40000	1	89645209	ООО "Трубная транспортная компания"	99748	17954,64	1	30.05.2012	15.05.2012 14:28:02		0	0
274840266	54370119	АП539168	В пути	15.05.2012 19:08:31			В пути	0020910261	271521767	2031	58789423	ООО,,ТрансЦентр,,	9999		ЦЗИНЬ СЯН ЮАНЬ	893500	1000587151	947005		081135	59140	1	93294342	ООО "ТрансЛес"	31620	0	1	28.05.2012	15.05.2012 19:08:31		0	0
274840637	54436126	АП539169	В пути	15.05.2012 19:13:55			В пути	0020910261	271521767	2031	58789423	ООО,,ТрансЦентр,,	9999		ЦЗИНЬ СЯН ЮАНЬ	893500	1000587151	947005		081135	59140	1	93294342	ООО "ТрансЛес"	31620	0	1	28.05.2012	15.05.2012 19:13:55		0	0
274939469	52685633	АП539139	Груз принят к перевозке	16.05.2012 16:10:50			Отправление	0020901157	274318361	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО "Маньчжурская ТПК Синь Мань"	893500	1000587151	947005		091118	57050	1	82404922	ОАО "Первая грузовая компания"	61638	0	1	29.05.2012	16.05.2012 16:10:50		0	0
274940408	52393816	АП539140	Груз принят к перевозке	16.05.2012 16:17:56			Отправление	0020901157	274318361	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО "Маньчжурская ТПК Синь Мань	893500	1000587151	947005		091118	57250	1	82404922	ОАО "Первая грузовая компания"	61638	0	1	29.05.2012	16.05.2012 16:17:56		0	0
274941527	54834148	АП539141	Груз принят к перевозке	16.05.2012 16:25:18			Отправление	0020900865	271381146	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО Маньчжурская ТПК "Синь Мань"	893500	1000587151	947005		091118	57800	1	71782437	ООО "СибУглеМетТранс"	35134	0	1	29.05.2012	16.05.2012 16:25:18		0	0
274942384	54424049	АП539211	Груз принят к перевозке	16.05.2012 16:32:43			Отправление	0020910493	271524366	2031	58789423	ООО,,ТрансЦентр,,	9999		ООО Маньчжурская ТПК "Синь И"	893500	1000587151	947005		091118	58050	1	93294342	ООО "ТрансЛес"	35134	0	1	29.05.2012	16.05.2012 16:32:43		0	0
Итого: 288																					15 003 993				10 910 028	206 255,88	291				726 229	129 779,64
